,text,intent
42087,where is the nearest movie theatre that is playing the king maker,5
42088,what is the mt forecast for 22,5
42089,what time is are movies at the closest movie theatre,5
42090,i want ohear the 1996 soundtrack from deezer,5
42091,book a southeastern restaurant in heard island and mcdonald islands,5
42092,will it be foggy at sunset in red devil,5
42093,play me the most popular arthur johnston song,5
42094,i need the weather at eleven am in argentina,5
42095,play music from 2010 by jason donovan,5
42096,what movies are in the neighbourhood ,5
42097,award blood tables 2 points,5
42098,book a highly rated food court for 2 people on jul  4th ,5
42099,show me the closest movie house that plays that night in rio ,5
42100,will it be colder in åland ,5
42101,find me the television show a city sleeps,5
42102,tell me the weather forecast for alexander  sd,5
42103,give a zero rating to may we borrow your husband,5
42104,can  book a pizzeria that will serve a cupcake,5
42105,when will it be temperate in lansford,5
42106,can i get todays showtimes for le flic de beverly hills 2,5
42107,what is the pw forecast for jul  9 in robert,5
42108,find the movie schedule for arclight hollywood ,5
42109,look for the trailer to hickory daily record ,5
42110,add a track to the emo forever playlist ,5
42111,show me the schedule of movie times,5
42112,put the artist pat monahan onto the emily dickinson playlist ,5
42113,find amanda palmer goes down under,5
42114,rate the british edda zero points,5
42115,show me the heart specialist,5
42116,what will the weather be in mattawan saint barthélemy,5
42117,where can i watch the tv show terrorists: the kids they sentenced ,5
42118,search for the saga of return of the bastards ,5
42119,play circus farm by deana carter ,5
42120,i want to hear something by joe dolce on google music,5
42121,i want to hear music by madeleine peyroux from 1991 on youtube ,5
42122,is it freezing far from here on 12/5/2032,5
42123,what is the closest movie theatre that is playing animated movies,5
42124,show acta mathematicae applicatae sinica tv show,5
42125,need to find a creative work with the title sometimes the blues is just a passing bird,5
42126,i would like to book a goan restaurant for 8,5
42127,what time is the face in the moonlight showing,5
42128,add this song to my us latin top 50 playlist,5
42129,play some synthpop,5
42130,give one points to current book,5
42131,is dummy playing at two a m ,5
42132,find close by movie schedule movies,5
42133,play andy williams sings rodgers and hammerstein by elica todorova,5
42134,add tune to african heat,5
42135,play masashi hamauzu s newest symphony on itunes ,5
42136,play some acapella music ,5
42137,where to get painting of the man in the white suit,5
42138,where can i view the tv series of w i t c h ,5
42139,what will the weather be like on january 16  2030 in rainbow falls state park,5
42140,add this album to my playlist named café  libros,5
42141,play entre raices y antenas by lynn & wade llp ,5
42142,what are the movies scheduled to play at general cinema corporation,5
42143,please add a track by david freiberg to my workout playlist  ,5
42144,for this series i give the rating of four of 6 stars,5
42145,where can i watch the trailer of the national treasures - the complete singles,5
42146,will there be hail on 7/16/2032 in the dominican republic,5
42147,what time is crush and blush playing at kerasotes theatres,5
42148,give two out of 6 points to current album,5
42149,play something off my new boots playlist,5
42150,play that stubborn kinda fellow by michael amott,5
42151,what is the weather forecast for ridge farm new york,5
42152,rate illness as metaphor 5 of 6,5
42153,book a restaurant far from kokomo this fall ,5
42154,add histoire de melody nelson to my 90 s baby makers playlist,5
42155,play drum & bass music,5
42156,play an album from the fourties  new first ,5
42157,rate the current textbook 4 of 6 points,5
42158,put kim kibum in my the martin garrix show playlist  ,5
42159,book a table for cherie and josephine in indonesia,5
42160,find the trailer for the spooky sisters,5
42161,please look up amrithavaahini,5
42162,in the neighbourhood find a movie schedule for animated movies,5
42163,tell me the weather forecast for here in seven years ,5
42164,find the album until the whole world hears,5
42165,rate this textbook two of 6 stars,5
42166,rate this current book five,5
42167,book a spot for wilma  gay and i at the gowanus yacht club in montenegro,5
42168,i d like to hear don airey s gonna raise hell,5
42169,book a restaurant in clawson  ms for one,5
42170,is it chillier in hong kong than it is here,5
42171,play 30 greatest hits,5
42172,will there be a cloud in kiribati,5
42173,add this track to my lo que suena new york playlist,5
42174,i want to hear some acid punk music,5
42175,find regal entertainment group animated movies,5
42176,i want to listen to a concerto from timour moutsouraev ,5
42177,find a table for 8 somewhere in bonaire in 345 days,5
42178,reserve a table for teresa and elnora at a fast food joint which serves fish and chips,5
42179,what is the tv show this is halloween,5
42180,i want to eat at a bar in saudi arabia that serves cannelloni ,5
42181,play the thirties soundtrack by ghader abdollahzadeh on youtube,5
42182,give me the current showtimes for tarass boulba ,5
42183,add xenomania to operación bikini  please,5
42184,weather for here right now,5
42185,book a joint restaurant for four with an outdoor area within the same area as borough de denali,5
42186,add this album to my all out 70s playlist,5
42187,i m rating the skystone with three points,5
42188,add from the ashes to my rock gaming playlist,5
42189,i want to add indestructible to my playlist a mis niños de 30,5
42190,put this album on my dubstep dangles dirty playlist,5
42191,is it cloudy in georgia,5
42192,book a spot for three at a bakery in grand portage,5
42193,can you get me the maldeamores saga,5
42194,add another tune to my lo mejor del rock de españa playlist  ,5
42195,show weather forcast for ms on jan  the 9th  2034,5
42196,what time can i see mojave phone booth,5
42197,give the first chronicles of druss the legend a zero ,5
42198,play alone  again from mike viola,5
42199,play symphony music from the fourties with google music,5
42200,add an album to women of hip hop,5
42201,play talking to the universe on itunes,5
42202,what is the movie schedules for movies in the neighbourhood,5
42203,play the top fifty soundtrack from the twenties ,5
42204,forecast for willits christmas island twenty three minutes from now,5
42205,is there supposed to be snowfall at zero o clock at parc national alerce andino or anywhere distant,5
42206,give 3 out of 6 points to the secrets of love,5
42207,play some sixties music on slacker ,5
42208,add bryan gregory to the playlist emily dickinson,5
42209,find the schedule for vanishing of the bees at a movie house ,5
42210,add mike mogis onto my crate diggers anonymous playlist,5
42211,play me some music by prince alla from the twenties,5
42212,show me the movie schedule for movies opening today close by,5
42213,find kebab connection,5
42214,look up the park album,5
42215,i d like to go to a restaurant in french polynesia,5
42216,find the trailer for live at hull,5
42217,what s the weather 1 minute from now in mount nimba strict nature reserve,5
42218,show the movie schedule,5
42219,i want to book the best pub for 6 in new mexico,5
42220,i d like to see the movie schedule for movies in the area,5
42221,what will the weather be faraway from here 308 days from now,5
42222,i d like to watch the trailer for as tears go by,5
42223,play matt uelmen songs from 1965 on slacker,5
42224,find a movie schedule ,5
42225,i want seating for five near the pool at the pub,5
42226,edit aux cord privileges playlist by putting this tune on it,5
42227,rate what is called thinking 0 stars,5
42228,add come on feel the lemonheads to my salsa classics playlist ,5
42229,the previous book is five out of 6 stars,5
42230,find the nearest movie theatre for animated movies,5
